Customer,State,State - Cleaned,GENDER,Gender (Clean),Education,Education (Clean), Customer Lifetime Value , CLV - Cleaned , Income , Income (Cleaned) , Monthly Premium Auto , Number of Open Complaints ,Number of Open Complaints,Policy Type,Vehicle Class, Total Claim Amount ,,,State,,,NA,NA,,Master,Masters,,Policy Type,,Vehicle Class
SE28250,Arizona,Arizona,M,Male,Bachelor,Bachelors," £4,838.98 "," £4,838.98 ", £-   ," £39,295.70 ", 70 ," 36,557.00 ",, Special Auto ,Four-Door Car,336,,,,,,,,,,,,,,
MD86050,Oregon,Oregon,M,Male,High School or Below,High School or Below," £4,721.66 "," £4,721.66 ", £-   ," £39,295.70 ", 67 , 1/0/00 ,, Personal Auto ,Four-Door Car,482.4,,,,,,,,,,,,,,
GF17866,Oregon,Oregon,M,Male,College,College," £3,873.65 "," £3,873.65 "," £28,142.00 "," £28,142.00 ", 105 , 1/0/00 ,, Corporate Auto ,Sports Car,701.708239,,,,,,,,,,,,,,
UB16654,Washington,Washington,M,Male,Master,Masters," £4,718.56 "," £4,718.56 "," £15,680.00 "," £15,680.00 "," 6,464 ", 1/0/00 ,, Personal Auto ,Four-Door Car,260.879903,,,,,,,,,,,,,,
KO44736,Oregon,Oregon,M,Male,Bachelor,Bachelors," £16,979.80 "," £16,979.80 "," £35,095.00 "," £35,095.00 ", 73 , 1/0/00 ,, Personal Auto ,Two-Door Car,525.6,,,,,,,,,,,,,,
KI55845,Oregon,Oregon,F,Female,College,College," £13,681.71 "," £13,681.71 "," £55,588.00 "," £55,588.00 ", 114 , 1/0/00 ,, Personal Auto ,SUV,547.2,,,,,,,,,,,,,,
JJ24476,Arizona,Arizona,F,Female,Master,Masters," £5,717.22 "," £5,717.22 "," £52,391.00 "," £52,391.00 ", 71 , 1/0/00 ,, Personal Auto ,Two-Door Car,409.763267,,,,,,,,,,,,,,
VC68509,Oregon,Oregon,F,Female,Bachelor,Bachelors," £9,486.60 "," £9,486.60 "," £42,240.00 "," £42,240.00 ", 79 , 1/0/00 ,, Personal Auto ,Four-Door Car,46.386546,,,,,,,,,,,,,,
QN62502,Oregon,Oregon,F,Female,Bachelor,Bachelors," £3,839.14 "," £3,839.14 "," £70,146.00 "," £70,146.00 ", 96 , 1/0/00 ,, Personal Auto ,Four-Door Car,157.440069,,,,,,,,,,,,,,
EL92515,Oregon,Oregon,F,Female,College,College," £11,211.59 "," £11,211.59 "," £41,121.00 "," £41,121.00 ", 94 , 1/0/00 ,, Personal Auto ,Four-Door Car,451.2,,,,,,,,,,,,,,
VL84149,Oregon,Oregon,F,Female,College,College," £25,807.06 "," £25,807.06 "," £71,210.00 "," £71,210.00 ", 214 ," 36,526.00 ",, Corporate Auto ,Luxury Car,1027.2,,,,,,,,,,,,,,
JX19907,Oregon,Oregon,M,Male,Bachelor,Bachelors," £3,798.32 "," £3,798.32 ", £-   ," £39,295.70 ", 107 ," 36,526.00 ",, Corporate Auto ,Two-Door Car,1261.943541,,,,,,,,,,,,,,
BC66921,Nevada,Nevada,F,Female,High School or Below,High School or Below," £2,816.57 "," £2,816.57 "," £41,228.00 "," £41,228.00 ", 71 , 1/0/00 ,, Personal Auto ,Four-Door Car,340.8,,,,,,,,,,,,,,
RK24470,Washington,Washington,M,Male,Bachelors,Bachelors," £5,029.30 "," £5,029.30 "," £40,113.00 "," £40,113.00 ", 67 ," 36,586.00 ",, Corporate Auto ,Two-Door Car,262.047663,,,,,,,,,,,,,,
GN80437,Oregon,Oregon,F,Female,College,College," £3,444.97 "," £3,444.97 ", £-   ," £39,295.70 ", 91 , 1/0/00 ,, Special Auto ,Four-Door Car,596.050118,,,,,,,,,,,,,,
AH65907,California,California,F,Female,Bachelor,Bachelors," £2,859.41 "," £2,859.41 "," £51,790.00 "," £51,790.00 ", 71 , 1/0/00 ,, Personal Auto ,Four-Door Car,340.8,,,,,,,,,,,,,,
VG57728,California,California,M,Male,High School or Below,High School or Below," £2,692.06 "," £2,692.06 "," £92,593.00 "," £92,593.00 ", 68 , 1/0/00 ,, Corporate Auto ,Four-Door Car,8.44322,,,,,,,,,,,,,,
AF81450,California,California,M,Male,High School or Below,High School or Below," £11,431.73 "," £11,431.73 "," £28,657.00 "," £28,657.00 ", 100 , 1/0/00 ,, Personal Auto ,SUV,588.742251,,,,,,,,,,,,,,
YI28422,Oregon,Oregon,M,Male,High School or Below,High School or Below," £7,635.88 "," £7,635.88 "," £30,262.00 "," £30,262.00 ", 98 ," 36,526.00 ",, Personal Auto ,Four-Door Car,499.22561,,,,,,,,,,,,,,
GR26937,Oregon,Oregon,F,Female,Master,Masters," £9,805.83 "," £9,805.83 "," £47,197.00 "," £47,197.00 ", 81 , 1/0/00 ,, Corporate Auto ,Four-Door Car,76.112618,,,,,,,,,,,,,,
BR99015,California,California,F,Female,Bachelor,Bachelors," £6,803.62 "," £6,803.62 ", £-   ," £39,295.70 ", 94 , 1/0/00 ,, Personal Auto ,Four-Door Car,451.2,,,,,,,,,,,,,,
PB11270,Oregon,Oregon,F,Female,Bachelor,Bachelors," £7,107.66 "," £7,107.66 ", £-   ," £39,295.70 ", 61 , 1/0/00 ,, Personal Auto ,Four-Door Car,541.561209,,,,,,,,,,,,,,
PZ89632,Oregon,Oregon,F,Female,High School or Below,High School or Below," £4,735.18 "," £4,735.18 ", £-   ," £39,295.70 ", 134 , 1/0/00 ,, Personal Auto ,SUV,964.8,,,,,,,,,,,,,,
LV62981,Arizona,Arizona,M,Male,College,College," £6,874.33 "," £6,874.33 "," £22,093.00 "," £22,093.00 ", 87 , 1/0/00 ,, Corporate Auto ,Two-Door Car,616.749885,,,,,,,,,,,,,,
AS97690,Arizona,Arizona,M,Male,College,College," £2,411.26 "," £2,411.26 "," £54,483.00 "," £54,483.00 ", 61 , 1/0/00 ,, Personal Auto ,Two-Door Car,292.8,,,,,,,,,,,,,,
SG32258,Arizona,Arizona,F,Female,College,College," £2,416.54 "," £2,416.54 "," £18,944.00 "," £18,944.00 ", 63 , 1/0/00 ,, Personal Auto ,Four-Door Car,125.274351,,,,,,,,,,,,,,
MY80583,Oregon,Oregon,F,Female,Bachelor,Bachelors," £23,981.54 "," £23,981.54 "," £84,365.00 "," £84,365.00 ", 66 , 1/0/00 ,, Personal Auto ,Four-Door Car,316.8,,,,,,,,,,,,,,
WS57286,Arizona,Arizona,M,Male,College,College," £4,692.17 "," £4,692.17 ", £-   ," £39,295.70 ", 64 , 1/0/00 ,, Personal Auto ,Four-Door Car,137.169296,,,,,,,,,,,,,,
MF53477,California,California,F,Female,High School or Below,High School or Below," £3,600.93 "," £3,600.93 "," £25,147.00 "," £25,147.00 ", 101 , 1/0/00 ,, Corporate Auto ,SUV,694.598288,,,,,,,,,,,,,,
DQ28641,Nevada,Nevada,M,Male,High School or Below,High School or Below," £2,665.22 "," £2,665.22 "," £14,315.00 "," £14,315.00 ", 71 , 1/0/00 ,, Personal Auto ,Four-Door Car,511.2,,,,,,,,,,,,,,
EX46492,Arizona,Arizona,F,Female,Master,Masters," £7,666.52 "," £7,666.52 "," £87,864.00 "," £87,864.00 ", 94 , 1/0/00 ,, Personal Auto ,Two-Door Car,421.456547,,,,,,,,,,,,,,
VW20823,California,California,M,Male,High School or Below,High School or Below," £16,675.90 "," £16,675.90 "," £57,844.00 "," £57,844.00 ", 85 ," 36,526.00 ",, Personal Auto ,Four-Door Car,408,,,,,,,,,,,,,,
LH26563,Oregon,Oregon,F,Female,High School or Below,High School or Below," £4,550.86 "," £4,550.86 "," £17,913.00 "," £17,913.00 ", 116 , 1/0/00 ,, Personal Auto ,Four-Door Car,556.8,,,,,,,,,,,,,,
FR56877,Arizona,Arizona,F,Female,High School or Below,High School or Below," £11,763.94 "," £11,763.94 "," £28,806.00 "," £28,806.00 ", 99 , 1/0/00 ,, Special Auto ,Four-Door Car,475.2,,,,,,,,,,,,,,
ZY99878,California,California,M,Male,High School or Below,High School or Below," £13,742.54 "," £13,742.54 "," £90,343.00 "," £90,343.00 ", 175 , 1/0/00 ,, Personal Auto ,SUV,833.072722,,,,,,,,,,,,,,
CS15289,Oregon,Oregon,F,Female,Master,Masters," £16,138.42 "," £16,138.42 "," £79,041.00 "," £79,041.00 ", 199 , 1/0/00 ,, Personal Auto ,Luxury SUV,419.26062,,,,,,,,,,,,,,
MM49431,Washington,Washington,M,Male,Bachelor,Bachelors," £7,298.58 "," £7,298.58 "," £74,069.00 "," £74,069.00 ", 63 ," 36,557.00 ",, Personal Auto ,Two-Door Car,275.516438,,,,,,,,,,,,,,
IA96447,California,California,M,Male,College,College," £6,673.74 "," £6,673.74 "," £85,019.00 "," £85,019.00 ", 167 , 1/0/00 ,, Personal Auto ,Sports Car,801.6,,,,,,,,,,,,,,
PT32230,California,California,F,Female,High School or Below,High School or Below," £7,782.13 "," £7,782.13 "," £70,059.00 "," £70,059.00 ", 194 , 1/0/00 ,, Personal Auto ,Luxury SUV,253.740993,,,,,,,,,,,,,,
NK73719,California,California,F,Female,College,College," £19,393.21 "," £19,393.21 "," £70,503.00 "," £70,503.00 ", 164 ," 36,526.00 ",, Corporate Auto ,SUV,41.05291,,,,,,,,,,,,,,
OH15771,California,California,M,Male,Bachelor,Bachelors," £3,974.14 "," £3,974.14 ", £-   ," £39,295.70 ", 117 , 1/0/00 ,, Personal Auto ,SUV,561.6,,,,,,,,,,,,,,
XP61034,Oregon,Oregon,M,Male,Bachelor,Bachelors," £4,105.58 "," £4,105.58 "," £39,492.00 "," £39,492.00 ", 105 , 1/0/00 ,, Personal Auto ,SUV,756,,,,,,,,,,,,,,
ZN34245,Arizona,Arizona,M,Male,College,College," £2,308.47 "," £2,308.47 ", £-   ," £39,295.70 ", 68 , 1/0/00 ,, Corporate Auto ,Four-Door Car,489.6,,,,,,,,,,,,,,
FX55923,Arizona,Arizona,M,Male,Bachelor,Bachelors," £5,372.91 "," £5,372.91 "," £50,405.00 "," £50,405.00 ", 70 ," 36,526.00 ",, Personal Auto ,Four-Door Car,7.069583,,,,,,,,,,,,,,
ZZ83340,Oregon,Oregon,F,Female,Doctor,Doctor," £5,508.32 "," £5,508.32 "," £96,021.00 "," £96,021.00 ", 68 , 1/0/00 ,, Personal Auto ,Two-Door Car,315.004602,,,,,,,,,,,,,,
HA99340,Oregon,Oregon,M,Male,High School or Below,High School or Below," £2,398.33 "," £2,398.33 ", £-   ," £39,295.70 ", 65 , 1/0/00 ,, Personal Auto ,Two-Door Car,422.947888,,,,,,,,,,,,,,
LE43061,California,California,M,Male,High School or Below,High School or Below," £3,728.83 "," £3,728.83 ", £-   ," £39,295.70 ", 105 , 1/0/00 ,, Personal Auto ,Four-Door Car,756,,,,,,,,,,,,,,
UF77413,Oregon,Oregon,M,Male,College,College," £2,758.50 "," £2,758.50 "," £65,794.00 "," £65,794.00 ", 69 ," 36,526.00 ",, Personal Auto ,Four-Door Car,277.27294,,,,,,,,,,,,,,
UY45293,Oregon,Oregon,M,Male,Bachelor,Bachelors," £3,703.93 "," £3,703.93 "," £21,975.00 "," £21,975.00 ", 95 , 1/0/00 ,, Corporate Auto ,Four-Door Car,456,,,,,,,,,,,,,,
TH84309,California,California,M,Male,High School or Below,High School or Below," £9,372.84 "," £9,372.84 ", £-   ," £39,295.70 ", 126 , 1/0/00 ,, Personal Auto ,SUV,604.8,,,,,,,,,,,,,,
PZ94551,Oregon,Oregon,F,Female,Bachelor,Bachelors," £4,991.58 "," £4,991.58 "," £56,649.00 "," £56,649.00 ", 125 , 1/0/00 ,, Special Auto ,SUV,780.090361,,,,,,,,,,,,,,
UE76013,Washington,Washington,F,Female,Master,Masters," £5,039.87 "," £5,039.87 "," £35,984.00 "," £35,984.00 ", 128 ," 36,586.00 ",, Personal Auto ,SUV,275.577631,,,,,,,,,,,,,,
HS85465,California,California,M,Male,Bachelor,Bachelors," £2,759.98 "," £2,759.98 "," £92,296.00 "," £92,296.00 ", 69 , 1/0/00 ,, Corporate Auto ,Two-Door Car,331.2,,,,,,,,,,,,,,
SI78985,Oregon,Oregon,F,Female,Bachelor,Bachelors," £7,993.00 "," £7,993.00 "," £39,448.00 "," £39,448.00 ", 103 ," 36,586.00 ",, Personal Auto ,Four-Door Car,66.020788,,,,,,,,,,,,,,
KF50730,California,California,F,Female,Bachelor,Bachelors," £5,235.57 "," £5,235.57 "," £71,794.00 "," £71,794.00 ", 131 , 1/0/00 ,, Personal Auto ,SUV,457.471225,,,,,,,,,,,,,,
JO13576,California,California,F,Female,High School or Below,High School or Below," £2,633.01 "," £2,633.01 "," £21,861.00 "," £21,861.00 ", 69 , 1/0/00 ,, Personal Auto ,Four-Door Car,348.278032,,,,,,,,,,,,,,
HJ79774,Oregon,Oregon,F,Female,College,College," £2,764.80 "," £2,764.80 "," £31,591.00 "," £31,591.00 ", 72 ," 36,617.00 ",, Corporate Auto ,Four-Door Car,240.241499,,,,,,,,,,,,,,
KI18648,Arizona,Arizona,F,Female,Bachelor,Bachelors," £8,084.85 "," £8,084.85 "," £60,662.00 "," £60,662.00 ", 68 , 1/0/00 ,, Special Auto ,Two-Door Car,326.4,,,,,,,,,,,,,,
EL99335,California,California,F,Female,College,College," £2,685.18 "," £2,685.18 "," £20,608.00 "," £20,608.00 ", 73 , 1/0/00 ,, Personal Auto ,Four-Door Car,350.4,,,,,,,,,,,,,,
LE84979,California,California,F,Female,Master,Masters," £12,208.12 "," £12,208.12 "," £21,331.00 "," £21,331.00 ", 103 , 1/0/00 ,, Personal Auto ,SUV,419.062661,,,,,,,,,,,,,,
CE12380,Arizona,Arizona,F,Female,College,College," £20,090.44 "," £20,090.44 ", £-   ," £39,295.70 ", 66 ," 36,526.00 ",, Corporate Auto ,Four-Door Car,252.149798,,,,,,,,,,,,,,
BJ22117,Washington,Washington,M,Male,Master,Masters," £5,133.41 "," £5,133.41 "," £53,390.00 "," £53,390.00 "," 6,464 ", 1/0/00 ,, Personal Auto ,Four-Door Car,278.999409,,,,,,,,,,,,,,
JF83834,Oregon,Oregon,M,Male,Doctor,Doctor," £2,491.32 "," £2,491.32 "," £36,631.00 "," £36,631.00 ", 62 , 1/0/00 ,, Corporate Auto ,Four-Door Car,67.530904,,,,,,,,,,,,,,
YN10988,California,California,M,Male,High School or Below,High School or Below," £6,314.60 "," £6,314.60 ", £-   ," £39,295.70 ", 87 , 1/0/00 ,, Personal Auto ,Four-Door Car,417.6,,,,,,,,,,,,,,
YX15941,Oregon,Oregon,M,Male,College,College," £16,229.65 "," £16,229.65 "," £26,030.00 "," £26,030.00 ", 139 ," 36,526.00 ",, Corporate Auto ,Sports Car,667.2,,,,,,,,,,,,,,
ZB50601,Nevada,Nevada,M,Male,College,College," £5,161.79 "," £5,161.79 ", £-   ," £39,295.70 ", 70 , 1/0/00 ,, Personal Auto ,Four-Door Car,469.491537,,,,,,,,,,,,,,
HP50399,Nevada,Nevada,M,Male,Bachelor,Bachelors," £3,982.27 "," £3,982.27 ", £-   ," £39,295.70 ", 113 , 1/0/00 ,, Personal Auto ,SUV,542.4,,,,,,,,,,,,,,
GC17585,AZ,Arizona,M,Male,Bachelor,Bachelors," £13,473.19 "," £13,473.19 "," £25,302.00 "," £25,302.00 ", 70 ," 36,526.00 ",, Personal Auto ,Four-Door Car,336,,,,,,,,,,,,,,
QW17286,Washington,Washington,F,Female,Master,Masters," £2,778.32 "," £2,778.32 "," £66,030.00 "," £66,030.00 ", 69 ," 36,526.00 ",, Personal Auto ,Four-Door Car,282.153792,,,,,,,,,,,,,,
DO41287,Oregon,Oregon,M,Male,High School or Below,High School or Below," £8,276.44 "," £8,276.44 ", £-   ," £39,295.70 ", 82 , 1/0/00 ,, Personal Auto ,Four-Door Car,590.4,,,,,,,,,,,,,,
GT54462,AZ,Arizona,M,Male,Bachelor,Bachelors," £14,349.86 "," £14,349.86 "," £73,222.00 "," £73,222.00 ", 180 , 1/0/00 ,, Personal Auto ,SUV,821.51673,,,,,,,,,,,,,,
BT76268,California,California,F,Female,College,College," £5,878.20 "," £5,878.20 "," £22,061.00 "," £22,061.00 ", 74 , 1/0/00 ,, Personal Auto ,Four-Door Car,355.2,,,,,,,,,,,,,,
QM38267,AZ,Arizona,F,Female,High School or Below,High School or Below," £2,666.05 "," £2,666.05 "," £86,321.00 "," £86,321.00 ", 66 , 1/0/00 ,, Personal Auto ,Four-Door Car,316.8,,,,,,,,,,,,,,
LP82042,Oregon,Oregon,M,Male,Bachelor,Bachelors," £5,345.68 "," £5,345.68 "," £54,668.00 "," £54,668.00 ", 68 ," 36,526.00 ",, Personal Auto ,Four-Door Car,326.4,,,,,,,,,,,,,,
EF52978,AZ,Arizona,F,Female,High School or Below,High School or Below," £4,777.12 "," £4,777.12 ", £-   ," £39,295.70 ", 62 , 1/0/00 ,, Personal Auto ,Four-Door Car,297.6,,,,,,,,,,,,,,
GH54524,California,California,M,Male,High School or Below,High School or Below," £16,973.74 "," £16,973.74 "," £69,497.00 "," £69,497.00 ", 142 , 1/0/00 ,, Personal Auto ,SUV,92.286763,,,,,,,,,,,,,,
DP26592,Oregon,Oregon,M,Male,High School or Below,High School or Below," £2,518.11 "," £2,518.11 "," £86,617.00 "," £86,617.00 ", 63 , 1/0/00 ,, Personal Auto ,Four-Door Car,188.325603,,,,,,,,,,,,,,
UP29839,Nevada,Nevada,F,Female,Master,Masters," £19,160.99 "," £19,160.99 "," £22,705.00 "," £22,705.00 ", 239 , 1/0/00 ,, Personal Auto ,Luxury SUV,1294.700423,,,,,,,,,,,,,,
IB80924,Washington,Washington,F,Female,High School or Below,High School or Below," £32,864.40 "," £32,864.40 "," £90,783.00 "," £90,783.00 ", 104 ," 36,557.00 ",, Personal Auto ,SUV,285.745227,,,,,,,,,,,,,,
OB55054,Oregon,Oregon,M,Male,Bachelor,Bachelors," £3,964.81 "," £3,964.81 "," £88,410.00 "," £88,410.00 ", 99 , 1/0/00 ,, Corporate Auto ,Four-Door Car,475.2,,,,,,,,,,,,,,
NP91656,California,California,F,Female,Bachelor,Bachelors," £4,911.77 "," £4,911.77 ", £-   ," £39,295.70 ", 69 , 1/0/00 ,, Personal Auto ,Four-Door Car,496.8,,,,,,,,,,,,,,
SH74080,Oregon,Oregon,F,Female,College,College," £7,805.31 "," £7,805.31 "," £21,073.00 "," £21,073.00 ", 106 ," 36,526.00 ",, Personal Auto ,SUV,508.8,,,,,,,,,,,,,,
KN25556,AZ,Arizona,F,Female,College,College," £7,200.66 "," £7,200.66 ", £-   ," £39,295.70 ", 66 , 1/0/00 ,, Personal Auto ,Four-Door Car,316.8,,,,,,,,,,,,,,
RB38792,Oregon,Oregon,M,Male,College,College," £5,389.50 "," £5,389.50 "," £66,429.00 "," £66,429.00 ", 136 , 1/0/00 ,, Personal Auto ,Sports Car,57.712985,,,,,,,,,,,,,,
QR72180,California,California,F,Female,Doctor,Doctor," £3,241.31 "," £3,241.31 "," £66,889.00 "," £66,889.00 ", 80 , 1/0/00 ,, Personal Auto ,Four-Door Car,294.319428,,,,,,,,,,,,,,
TW64385,California,California,M,Male,Bachelor,Bachelors," £5,528.21 "," £5,528.21 "," £36,088.00 "," £36,088.00 ", 72 , 1/0/00 ,, Corporate Auto ,Four-Door Car,345.6,,,,,,,,,,,,,,
TM13955,Washington,Washington,M,Male,Master,Masters," £2,993.02 "," £2,993.02 ", £-   ," £39,295.70 ", 80 , 1/0/00 ,, Corporate Auto ,Four-Door Car,286.115778,,,,,,,,,,,,,,
GF94951,AZ,Arizona,M,Male,Bachelor,Bachelors," £7,076.65 "," £7,076.65 ", £-   ," £39,295.70 ", 68 , 1/0/00 ,, Corporate Auto ,Two-Door Car,489.6,,,,,,,,,,,,,,
NF53775,California,California,F,Female,College,College," £3,700.39 "," £3,700.39 "," £17,557.00 "," £17,557.00 ", 96 , 1/0/00 ,, Personal Auto ,Four-Door Car,666.724937,,,,,,,,,,,,,,
YB58778,California,California,F,Female,College,College," £5,328.84 "," £5,328.84 "," £81,064.00 "," £81,064.00 ", 70 ," 36,617.00 ",, Personal Auto ,Two-Door Car,42.238585,,,,,,,,,,,,,,
PH77560,Nevada,Nevada,F,Female,High School or Below,High School or Below," £4,838.88 "," £4,838.88 ", £-   ," £39,295.70 ", 66 , 1/0/00 ,, Personal Auto ,Four-Door Car,700.331425,,,,,,,,,,,,,,
ZO14864,Washington,Washington,F,Female,Master,Masters," £3,417.21 "," £3,417.21 "," £42,526.00 "," £42,526.00 ", 86 , 1/0/00 ,, Personal Auto ,Two-Door Car,287.5426,,,,,,,,,,,,,,
BI34376,California,California,F,Female,Doctor,Doctor," £7,879.93 "," £7,879.93 "," £45,703.00 "," £45,703.00 ", 98 , 1/0/00 ,, Personal Auto ,Two-Door Car,470.4,,,,,,,,,,,,,,
UQ63396,California,California,F,Female,Bachelor,Bachelors," £7,869.43 "," £7,869.43 "," £40,036.00 "," £40,036.00 ", 65 , 1/0/00 ,, Personal Auto ,Four-Door Car,48.828732,,,,,,,,,,,,,,
BR23201,California,California,M,Male,Bachelor,Bachelors," £2,586.81 "," £2,586.81 ", £-   ," £39,295.70 ", 71 , 1/0/00 ,, Personal Auto ,Four-Door Car,191.640085,,,,,,,,,,,,,,
VH45094,AZ,Arizona,M,Male,High School or Below,High School or Below," £7,286.79 "," £7,286.79 "," £65,870.00 "," £65,870.00 ", 61 ," 36,526.00 ",, Personal Auto ,Four-Door Car,202.847644,,,,,,,,,,,,,,
KD47243,California,California,F,Female,Bachelor,Bachelors," £11,797.99 "," £11,797.99 "," £91,469.00 "," £91,469.00 ", 100 ," 36,557.00 ",, Personal Auto ,SUV,418.864555,,,,,,,,,,,,,,
MY13737,California,California,M,Male,High School or Below,High School or Below," £9,386.75 "," £9,386.75 "," £42,090.00 "," £42,090.00 ", 119 , 1/0/00 ,, Corporate Auto ,SUV,203.352239,,,,,,,,,,,,,,
OR48881,Oregon,Oregon,F,Female,Doctor,Doctor," £6,308.92 "," £6,308.92 "," £21,368.00 "," £21,368.00 ", 79 , 1/0/00 ,, Corporate Auto ,Four-Door Car,4.61262,,,,,,,,,,,,,,
BD77090,Washington,Washington,F,Female,Bachelors,Bachelors," £8,609.16 "," £8,609.16 "," £79,090.00 "," £79,090.00 ", 107 , 1/0/00 ,, Personal Auto ,SUV,289.040734,,,,,,,,,,,,,,
LW77178,Oregon,Oregon,F,Female,Bachelor,Bachelors," £15,428.01 "," £15,428.01 "," £33,879.00 "," £33,879.00 ", 98 , 1/0/00 ,, Corporate Auto ,Two-Door Car,470.4,,,,,,,,,,,,,,
BQ12347,AZ,Arizona,M,Male,High School or Below,High School or Below," £5,630.79 "," £5,630.79 "," £72,874.00 "," £72,874.00 ", 70 , 1/0/00 ,, Special Auto ,Four-Door Car,336,,,,,,,,,,,,,,
FF61670,California,California,M,Male,High School or Below,High School or Below," £18,131.19 "," £18,131.19 ", £-   ," £39,295.70 ", 82 ," 36,526.00 ",, Personal Auto ,Four-Door Car,393.6,,,,,,,,,,,,,,
PM61374,California,California,F,Female,Bachelor,Bachelors," £8,087.22 "," £8,087.22 ", £-   ," £39,295.70 ", 110 , 1/0/00 ,, Personal Auto ,Two-Door Car,550.825934,,,,,,,,,,,,,,
BW25236,AZ,Arizona,M,Male,College,College," £18,453.58 "," £18,453.58 "," £72,215.00 "," £72,215.00 ", 66 , 1/0/00 ,, Personal Auto ,Four-Door Car,247.911872,,,,,,,,,,,,,,
XO22038,California,California,F,Female,Bachelor,Bachelors," £5,217.51 "," £5,217.51 "," £39,854.00 "," £39,854.00 ", 66 , 1/0/00 ,, Corporate Auto ,Two-Door Car,261.930545,,,,,,,,,,,,,,
QG51953,Oregon,Oregon,M,Male,College,College," £4,835.78 "," £4,835.78 "," £36,655.00 "," £36,655.00 ", 61 , 1/0/00 ,, Personal Auto ,Four-Door Car,295.223164,,,,,,,,,,,,,,
SZ56338,Oregon,Oregon,F,Female,High School or Below,High School or Below," £5,597.13 "," £5,597.13 "," £37,995.00 "," £37,995.00 ", 139 , 1/0/00 ,, Personal Auto ,SUV,667.2,,,,,,,,,,,,,,
PX60116,California,California,F,Female,High School or Below,High School or Below," £8,920.46 "," £8,920.46 "," £40,867.00 "," £40,867.00 ", 112 , 1/0/00 ,, Corporate Auto ,Two-Door Car,537.6,,,,,,,,,,,,,,
BW46202,Oregon,Oregon,F,Female,Bachelor,Bachelors," £5,995.41 "," £5,995.41 "," £28,804.00 "," £28,804.00 ", 78 , 1/0/00 ,, Personal Auto ,Two-Door Car,76.025368,,,,,,,,,,,,,,
GW14109,California,California,F,Female,High School or Below,High School or Below," £38,496.95 "," £38,496.95 "," £48,409.00 "," £48,409.00 ", 124 , 1/0/00 ,, Special Auto ,SUV,345.211703,,,,,,,,,,,,,,
GP42026,California,California,M,Male,High School or Below,High School or Below," £8,382.63 "," £8,382.63 "," £19,683.00 "," £19,683.00 ", 117 ," 36,526.00 ",, Personal Auto ,Sports Car,561.6,,,,,,,,,,,,,,
DH41343,Washington,Washington,NA,NA,College,College," £2,443.67 "," £2,443.67 "," £92,834.00 "," £92,834.00 ", 61 , 1/0/00 ,, Special Auto ,Four-Door Car,292.8,,,,,,,,,,,,,,
PY42157,Washington,Washington,F,Female,High School or Below,High School or Below," £2,472.25 "," £2,472.25 "," £62,006.00 "," £62,006.00 ", 61 , 1/0/00 ,, Personal Auto ,Four-Door Car,292.8,,,,,,,,,,,,,,
OL36978,California,California,F,Female,High School or Below,High School or Below," £5,405.52 "," £5,405.52 "," £67,241.00 "," £67,241.00 ", 68 ," 36,526.00 ",, Personal Auto ,Two-Door Car,5.674809,,,,,,,,,,,,,,
KT40899,California,California,M,Male,High School or Below,High School or Below," £9,352.48 "," £9,352.48 "," £75,436.00 "," £75,436.00 ", 78 , 1/0/00 ,, Personal Auto ,Four-Door Car,9.747443,,,,,,,,,,,,,,
WE60408,AZ,Arizona,F,Female,College,College," £4,339.87 "," £4,339.87 "," £91,761.00 "," £91,761.00 ", 109 ," 36,557.00 ",, Personal Auto ,SUV,779.052276,,,,,,,,,,,,,,
LG64797,California,California,F,Female,College,College," £17,723.76 "," £17,723.76 "," £25,771.00 "," £25,771.00 ", 222 , 1/0/00 ,, Personal Auto ,Luxury SUV,1253.984948,,,,,,,,,,,,,,
MD87746,Oregon,Oregon,M,Male,College,College," £7,507.46 "," £7,507.46 "," £60,920.00 "," £60,920.00 ", 64 , 1/0/00 ,, Personal Auto ,Two-Door Car,231.201886,,,,,,,,,,,,,,
QP80741,Washington,Washington,F,Female,College,College," £6,048.57 "," £6,048.57 ", £-   ," £39,295.70 ", 61 ," 36,586.00 ",, Corporate Auto ,Four-Door Car,292.8,,,,,,,,,,,,,,
WO59883,Washington,Washington,F,Female,High School or Below,High School or Below," £19,014.48 "," £19,014.48 "," £29,822.00 "," £29,822.00 ", 61 , 1/0/00 ,, Personal Auto ,Two-Door Car,292.8,,,,,,,,,,,,,,
MU79385,AZ,Arizona,M,Male,College,College," £10,080.37 "," £10,080.37 "," £60,944.00 "," £60,944.00 ", 130 ," 36,557.00 ",, Personal Auto ,SUV,623.505066,,,,,,,,,,,,,,
JH30384,California,California,F,Female,High School or Below,High School or Below," £6,503.40 "," £6,503.40 "," £22,081.00 "," £22,081.00 ", 84 , 1/0/00 ,, Personal Auto ,Two-Door Car,451.670309,,,,,,,,,,,,,,
LL45497,Washington,Washington,female,Female,College,College," £2,487.73 "," £2,487.73 "," £67,282.00 "," £67,282.00 ", 62 , 1/0/00 ,, Personal Auto ,Two-Door Car,297.6,,,,,,,,,,,,,,
SK95364,California,California,F,Female,College,College," £4,620.39 "," £4,620.39 ", £-   ," £39,295.70 ", 130 , 1/0/00 ,, Personal Auto ,SUV,936,,,,,,,,,,,,,,
