File,Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
file1.csv,MG10140,Oregon,F,College,374675.16%,41479,94.0,1/1/00,Personal Auto,Two-Door Car,19.575683
file1.csv,TC44716,California,M,Bachelor,2156933.73%,23909,119.0,1/0/00,Personal Auto,SUV,571.2
file1.csv,QO65264,California,M,College,501208.37%,48328,63.0,1/0/00,Personal Auto,Two-Door Car,108.138715
file1.csv,EB66698,California,M,High School or Below,337185.84%,86689,85.0,1/0/00,Corporate Auto,Two-Door Car,408
file1.csv,OT52034,California,M,Bachelor,386477.68%,24204,99.0,1/1/00,Personal Auto,Four-Door Car,707.303416
file1.csv,CH85444,Oregon,M,College,414571.19%,25943,110.0,1/0/00,Corporate Auto,Two-Door Car,1067.333126
file1.csv,PU85769,California,M,High School or Below,515607.27%,0,73.0,1/0/00,Personal Auto,Four-Door Car,807.947292
file1.csv,UI73201,California,M,College,366737.50%,62375,92.0,1/0/00,Personal Auto,Two-Door Car,618.630955
file1.csv,SL50592,California,F,High School or Below,783568.35%,0,71.0,1/0/00,Corporate Auto,Four-Door Car,404.272806
file1.csv,XP11075,Arizona,M,Bachelor,1456726.84%,0,148.0,1/0/00,Personal Auto,SUV,710.4
file1.csv,SI31236,Oregon,M,Bachelor,1017133.90%,70200,65.0,1/0/00,Corporate Auto,Four-Door Car,312
file1.csv,JN26745,Nevada,F,Bachelor,413577.52%,0,112.0,1/0/00,Special Auto,Four-Door Car,707.977614
file1.csv,VK48036,Oregon,F,College,551149.11%,79027,70.0,1/0/00,Corporate Auto,Four-Door Car,336
file1.csv,JX76668,Washington,F,High School or Below,1131424.39%,62935,141.0,1/0/00,Personal Auto,Sports Car,232.242326
file1.csv,DS45802,California,F,High School or Below,541461.73%,26893,68.0,1/0/00,Personal Auto,Four-Door Car,68.226001
file1.csv,OA96690,Oregon,F,High School or Below,742159.35%,47406,94.0,1/1/00,Personal Auto,Four-Door Car,287.149807
file1.csv,EM27919,California,M,Bachelor,445811.34%,17622,65.0,1/1/00,Personal Auto,Four-Door Car,312
file1.csv,QO41043,Oregon,F,College,1447612.49%,27572,124.0,1/0/00,Corporate Auto,SUV,595.2
file1.csv,OV50124,Oregon,F,College,493688.84%,0,72.0,1/2/00,Personal Auto,Two-Door Car,391.636628
file1.csv,PR31642,Oregon,F,Bachelor,452527.65%,32802,114.0,1/0/00,Personal Auto,SUV,547.2
file1.csv,BU41599,Washington,F,Master,558176.13%,62739,70.0,1/0/00,Personal Auto,Two-Door Car,239.328571
file1.csv,TK30357,California,F,Bachelor,1413434.74%,90844,118.0,1/0/00,Personal Auto,SUV,232.674417
file1.csv,NF31087,Nevada,F,High School or Below,2472318.31%,44685,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
file1.csv,NH16984,California,F,Bachelor,283806.78%,0,80.0,1/0/00,Personal Auto,Four-Door Car,336.50961
file1.csv,OS75493,California,F,High School or Below,384848.36%,42589,98.0,1/0/00,Corporate Auto,Four-Door Car,470.4
file1.csv,VT63298,Oregon,M,Bachelor,1950447.39%,0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6
file1.csv,QS75550,Washington,F,Bachelor,248004.59%,93383,62.0,1/0/00,Corporate Auto,Two-Door Car,244.212286
file1.csv,SZ16483,Arizona,F,High School or Below,436137.29%,79583,109.0,1/2/00,Personal Auto,Four-Door Car,523.2
file1.csv,VM92311,Arizona,F,High School or Below,252907.75%,89129,64.0,1/0/00,Personal Auto,Four-Door Car,328.870868
file1.csv,NJ46849,Arizona,M,College,250444.48%,0,69.0,1/0/00,Personal Auto,Four-Door Car,496.8
file1.csv,WZ31900,Oregon,F,Bachelor,864970.06%,94389,107.0,1/0/00,Corporate Auto,SUV,85.063708
file1.csv,RG30482,Oregon,F,College,1366835.53%,0,197.0,1/0/00,Personal Auto,SUV,1418.4
file1.csv,ZM86949,Oregon,F,High School or Below,2063508.46%,84106,64.0,1/0/00,Personal Auto,Two-Door Car,334.408717
file1.csv,QQ39596,Arizona,F,College,251753.36%,0,69.0,1/0/00,Personal Auto,Four-Door Car,42.096415
file1.csv,FH51383,California,F,High School or Below,532667.77%,76717,66.0,1/0/00,Personal Auto,Two-Door Car,300.528579
file1.csv,BJ53923,Arizona,M,High School or Below,260027.21%,51978,66.0,1/0/00,Corporate Auto,Four-Door Car,144.782152
file1.csv,CZ96653,Oregon,F,Bachelor,853479.28%,47325,107.0,1/0/00,Personal Auto,SUV,64.598216
file1.csv,FB23788,Oregon,M,High School or Below,882883.50%,86721,111.0,1/0/00,Corporate Auto,SUV,532.8
file1.csv,NT43594,Nevada,F,Bachelor,224844.96%,24910,63.0,1/1/00,Personal Auto,Four-Door Car,347.857619
file1.csv,RJ85627,Washington,F,Bachelor,1230276.24%,43817,62.0,1/1/00,Personal Auto,Four-Door Car,245.447622
file1.csv,KJ86296,Oregon,M,High School or Below,455659.30%,0,73.0,1/2/00,Personal Auto,Four-Door Car,525.6
file1.csv,PI47776,Oregon,F,Bachelor,253070.51%,89451,63.0,1/0/00,Corporate Auto,Four-Door Car,61.769564
file1.csv,MD73554,California,M,College,525198.40%,59537,66.0,1/0/00,Personal Auto,Two-Door Car,316.8
file1.csv,UX92071,Oregon,M,High School or Below,674311.93%,0,199.0,1/0/00,Personal Auto,Luxury SUV,955.2
file1.csv,YG44474,Oregon,M,College,1401472.13%,54193,117.0,1/0/00,Corporate Auto,SUV,720.752945
file1.csv,UH45301,Oregon,M,College,943891.56%,86946,118.0,1/0/00,Personal Auto,Four-Door Car,340.656963
file1.csv,RY92647,California,F,Bachelor,1050677.17%,0,92.0,1/0/00,Personal Auto,Four-Door Car,546.524896
file1.csv,IK12620,Arizona,F,High School or Below,421391.86%,12160,109.0,1/0/00,Personal Auto,Four-Door Car,489.411833
file1.csv,GQ66762,California,M,College,477368.64%,33701,63.0,1/0/00,Personal Auto,Four-Door Car,171.325856
file1.csv,YT69858,Washington,F,Bachelor,544142.01%,85702,67.0,1/0/00,Personal Auto,Two-Door Car,249.085887
file1.csv,XD85577,California,M,Bachelor,284226.69%,69417,73.0,1/1/00,Personal Auto,Four-Door Car,30.874869
file1.csv,TM65736,Oregon,M,Master,305955.03%,38644,78.0,1/1/00,Personal Auto,Four-Door Car,361.455219
file1.csv,VJ51327,California,F,High School or Below,2031499.76%,63209,102.0,1/2/00,Personal Auto,SUV,207.320041
file1.csv,GS98873,Arizona,F,Bachelor,323912.47%,16061,88.0,1/0/00,Personal Auto,Four-Door Car,633.6
file1.csv,CW49887,California,F,Master,462680.11%,79487,114.0,1/0/00,Special Auto,SUV,547.2
file1.csv,MY31220,California,F,College,899704.02%,54230,112.0,1/0/00,Personal Auto,Two-Door Car,537.6
file2.csv,GS98873,Arizona,F,Bachelor,323912.47%,16061,88,1/0/00,Personal Auto,Four-Door Car,633.6
file2.csv,CW49887,California,F,Master,462680.11%,79487,114,1/0/00,Special Auto,SUV,547.2
file2.csv,MY31220,California,F,College,899704.02%,54230,112,1/0/00,Personal Auto,Two-Door Car,537.6
file2.csv,UH35128,Oregon,F,College,2580706.30%,71210,214,1/1/00,Personal Auto,Luxury Car,1027.2
file2.csv,WH52799,Arizona,F,College,380812.21%,94903,94,1/0/00,Corporate Auto,Two-Door Car,451.2
file2.csv,WL99637,Arizona,M,Bachelor,761413.80%,27293,96,1/0/00,Personal Auto,Two-Door Car,469.030907
file2.csv,UC84059,California,F,Master,689845.53%,70950,171,1/0/00,Personal Auto,Sports Car,565.929394
file2.csv,HW62747,Oregon,M,College,229837.92%,0,63,1/0/00,Corporate Auto,Four-Door Car,302.4
file2.csv,BH11344,Oregon,F,Doctor,280669.61%,37009,71,1/0/00,Corporate Auto,Two-Door Car,145.673348
file2.csv,TX28465,Nevada,M,College,520611.82%,52629,65,1/0/00,Personal Auto,Four-Door Car,136.684141
file2.csv,OK56965,California,F,Bachelor,4570865.34%,31264,198,1/1/00,Personal Auto,Luxury SUV,825.657746
file2.csv,WT22392,Oregon,F,College,800734.91%,65473,67,1/0/00,Personal Auto,Four-Door Car,277.685667
file2.csv,PH85036,Washington,F,Bachelor,548254.94%,79325,68,1/0/00,Corporate Auto,Four-Door Car,251.294821
file2.csv,KC71643,Oregon,M,High School or Below,246323.68%,99144,61,1/0/00,Corporate Auto,Four-Door Car,292.8
file2.csv,NR32615,California,M,College,549894.07%,22520,73,1/0/00,Corporate Auto,Four-Door Car,350.4
file2.csv,GS69842,Arizona,F,Bachelor,524382.80%,36615,65,1/0/00,Special Auto,Four-Door Car,264.563772
file2.csv,WT71621,Washington,F,Bachelor,328045.73%,63297,82,1/0/00,Personal Auto,Four-Door Car,251.756739
file2.csv,KD23847,Arizona,F,High School or Below,488654.43%,76374,61,1/0/00,Personal Auto,Four-Door Car,292.8
file2.csv,PE59368,Washington,F,Bachelor,512348.50%,72096,6464,1/0/00,Personal Auto,Two-Door Car,252.330905
file2.csv,NK91488,Nevada,M,Master,547955.51%,56005,68,1/1/00,Personal Auto,Four-Door Car,326.4
file2.csv,CR33417,Washington,F,Master,476215.70%,36529,118,1/0/00,Personal Auto,SUV,255.005116
file2.csv,WP73172,Oregon,F,Bachelor,828767.93%,81367,103,1/0/00,Special Auto,SUV,415.768941
file2.csv,PS30217,California,F,Bachelor,988665.64%,44817,83,1/0/00,Personal Auto,Four-Door Car,527.421579
file2.csv,EL62967,Oregon,F,High School or Below,271291.56%,58508,69,1/0/00,Personal Auto,Two-Door Car,57.614392
file2.csv,MU23938,Oregon,M,Bachelor,1047767.63%,45259,138,1/0/00,Personal Auto,SUV,272.217171
file2.csv,VC83809,California,M,Doctor,343613.43%,30817,88,1/0/00,Personal Auto,Four-Door Car,91.834668
file2.csv,VL34577,Oregon,F,High School or Below,259618.52%,0,72,1/0/00,Personal Auto,Two-Door Car,345.6
file2.csv,QE12539,California,M,Doctor,1273195.16%,40870,105,1/0/00,Personal Auto,SUV,504
file2.csv,YO15246,Nevada,M,High School or Below,349414.79%,35001,96,1/3/00,Personal Auto,Four-Door Car,460.8
file2.csv,WF73839,Arizona,F,College,759791.07%,49937,64,1/0/00,Personal Auto,Two-Door Car,302.586407
file2.csv,TJ11671,Oregon,F,Bachelor,401521.45%,0,109,1/0/00,Personal Auto,Four-Door Car,523.2
file2.csv,SV34223,California,F,College,2047710.84%,58317,73,1/0/00,Personal Auto,Four-Door Car,350.4
file2.csv,XD19546,California,F,High School or Below,816068.98%,0,109,1/0/00,Personal Auto,SUV,523.2
file2.csv,OY95739,Nevada,M,High School or Below,1229868.63%,17101,113,1/0/00,Corporate Auto,SUV,542.4
file2.csv,SW57539,California,F,College,871492.21%,0,118,1/0/00,Corporate Auto,SUV,566.4
file2.csv,IA62027,Arizona,F,Bachelor,485353.42%,0,65,1/0/00,Personal Auto,Four-Door Car,468
file2.csv,FZ20933,Oregon,M,High School or Below,488094.64%,24398,63,1/1/00,Personal Auto,Four-Door Car,302.4
file2.csv,WR62597,Oregon,M,College,231138.21%,24641,61,1/0/00,Corporate Auto,Four-Door Car,294.92773
file2.csv,KU61611,Arizona,M,High School or Below,432709.89%,69040,108,1/0/00,Corporate Auto,Sports Car,518.4
file2.csv,XW98867,Oregon,M,High School or Below,1229868.63%,17101,113,1/0/00,Personal Auto,SUV,542.4
file2.csv,PP80817,California,F,High School or Below,832353.33%,59886,104,1/0/00,Personal Auto,Sports Car,71.729298
file2.csv,DT77901,Oregon,F,Bachelor,1017971.70%,14290,271,1/0/00,Personal Auto,Luxury SUV,1300.8
file2.csv,DX34647,California,F,College,776126.78%,43137,96,1/0/00,Personal Auto,Two-Door Car,460.8
file2.csv,OD56551,Oregon,M,College,523989.09%,27978,69,1/1/00,Personal Auto,Four-Door Car,447.911255
file2.csv,OO63074,California,F,Bachelor,451790.88%,25261,118,1/0/00,Personal Auto,SUV,566.4
file2.csv,EH24828,Nevada,M,College,238977.41%,58652,64,1/5/00,Personal Auto,Four-Door Car,307.2
file2.csv,CX99919,Nevada,F,College,413062.88%,28321,111,1/0/00,Corporate Auto,SUV,537.391704
file2.csv,DG80424,Washington,F,College,269156.90%,77411,67,1/0/00,Personal Auto,Four-Door Car,257.900458
file2.csv,NU32697,Oregon,M,College,522776.64%,0,72,1/0/00,Corporate Auto,Four-Door Car,518.4
file2.csv,PU98976,California,F,Bachelor,618734.57%,0,88,1/0/00,Personal Auto,Four-Door Car,633.6
file2.csv,ZR20842,Arizona,M,College,511387.47%,94415,127,1/1/00,Personal Auto,Sports Car,492.770321
file2.csv,NF35573,Oregon,M,High School or Below,1103931.62%,0,103,1/0/00,Special Auto,SUV,1149.203884
file2.csv,DF66914,Arizona,F,Bachelor,3222708.39%,45331,100,1/0/00,Personal Auto,SUV,572.635987
file2.csv,YM99866,Arizona,M,High School or Below,261196.59%,53904,67,1/2/00,Personal Auto,Four-Door Car,321.6
file2.csv,VH62084,California,M,High School or Below,1337232.77%,0,74,1/0/00,Personal Auto,Four-Door Car,811.086484
file2.csv,SE28250,Arizona,M,Bachelor,483898.19%,0,70,1/2/00,Special Auto,Four-Door Car,336
file2.csv,MD86050,Oregon,M,High School or Below,472165.90%,0,67,1/0/00,Personal Auto,Four-Door Car,482.4
file2.csv,GF17866,Oregon,M,College,387364.70%,28142,105,1/0/00,Corporate Auto,Sports Car,701.708239
file2.csv,UB16654,Washington,M,Master,471855.85%,15680,6464,1/0/00,Personal Auto,Four-Door Car,260.879903
file2.csv,KO44736,Oregon,M,Bachelor,1697979.76%,35095,73,1/0/00,Personal Auto,Two-Door Car,525.6
file2.csv,KI55845,Oregon,F,College,1368171.18%,55588,114,1/0/00,Personal Auto,SUV,547.2
file2.csv,JJ24476,Arizona,F,Master,571722.19%,52391,71,1/0/00,Personal Auto,Two-Door Car,409.763267
file2.csv,VC68509,Oregon,F,Bachelor,948659.64%,42240,79,1/0/00,Personal Auto,Four-Door Car,46.386546
file2.csv,QN62502,Oregon,F,Bachelor,383914.37%,70146,96,1/0/00,Personal Auto,Four-Door Car,157.440069
file2.csv,EL92515,Oregon,F,College,1121159.03%,41121,94,1/0/00,Personal Auto,Four-Door Car,451.2
file2.csv,VL84149,Oregon,F,College,2580706.30%,71210,214,1/1/00,Corporate Auto,Luxury Car,1027.2
file2.csv,JX19907,Oregon,M,Bachelor,379832.17%,0,107,1/1/00,Corporate Auto,Two-Door Car,1261.943541
file2.csv,BC66921,Nevada,F,High School or Below,281656.74%,41228,71,1/0/00,Personal Auto,Four-Door Car,340.8
file2.csv,RK24470,Washington,M,Bachelor,502929.70%,40113,67,1/3/00,Corporate Auto,Two-Door Car,262.047663
file2.csv,GN80437,Oregon,F,College,344496.75%,0,91,1/0/00,Special Auto,Four-Door Car,596.050118
file2.csv,AH65907,California,F,Bachelor,285940.86%,51790,71,1/0/00,Personal Auto,Four-Door Car,340.8
file2.csv,VG57728,California,M,High School or Below,269205.76%,92593,68,1/0/00,Corporate Auto,Four-Door Car,8.44322
file2.csv,AF81450,California,M,High School or Below,1143173.09%,28657,100,1/0/00,Personal Auto,SUV,588.742251
file2.csv,YI28422,Oregon,M,High School or Below,763588.33%,30262,98,1/1/00,Personal Auto,Four-Door Car,499.22561
file2.csv,GR26937,Oregon,F,Master,980582.96%,47197,81,1/0/00,Corporate Auto,Four-Door Car,76.112618
file2.csv,BR99015,California,F,Bachelor,680361.56%,0,94,1/0/00,Personal Auto,Four-Door Car,451.2
file2.csv,PB11270,Oregon,F,Bachelor,710765.54%,0,61,1/0/00,Personal Auto,Four-Door Car,541.561209
file2.csv,PZ89632,Oregon,F,High School or Below,473518.45%,0,134,1/0/00,Personal Auto,SUV,964.8
file2.csv,LV62981,Arizona,M,College,687432.67%,22093,87,1/0/00,Corporate Auto,Two-Door Car,616.749885
file2.csv,AS97690,Arizona,M,College,241125.66%,54483,61,1/0/00,Personal Auto,Two-Door Car,292.8
file2.csv,SG32258,Arizona,F,College,241654.24%,18944,63,1/0/00,Personal Auto,Four-Door Car,125.274351
file2.csv,MY80583,Oregon,F,Bachelor,2398154.34%,84365,66,1/0/00,Personal Auto,Four-Door Car,316.8
file2.csv,WS57286,Arizona,M,College,469216.52%,0,64,1/0/00,Personal Auto,Four-Door Car,137.169296
file2.csv,MF53477,California,F,High School or Below,360093.43%,25147,101,1/0/00,Corporate Auto,SUV,694.598288
file2.csv,DQ28641,Nevada,M,High School or Below,266522.25%,14315,71,1/0/00,Personal Auto,Four-Door Car,511.2
file2.csv,EX46492,Arizona,F,Master,766652.04%,87864,94,1/0/00,Personal Auto,Two-Door Car,421.456547
file2.csv,VW20823,California,M,High School or Below,1667589.62%,57844,85,1/1/00,Personal Auto,Four-Door Car,408
file2.csv,LH26563,Oregon,F,High School or Below,455085.60%,17913,116,1/0/00,Personal Auto,Four-Door Car,556.8
file2.csv,FR56877,Arizona,F,High School or Below,1176393.57%,28806,99,1/0/00,Special Auto,Four-Door Car,475.2
file2.csv,ZY99878,California,M,High School or Below,1374253.72%,90343,175,1/0/00,Personal Auto,SUV,833.072722
file2.csv,CS15289,Oregon,F,Master,1613841.63%,79041,199,1/0/00,Personal Auto,Luxury SUV,419.26062
file2.csv,MM49431,Washington,M,Bachelor,729858.36%,74069,63,1/2/00,Personal Auto,Two-Door Car,275.516438
file2.csv,IA96447,California,M,College,667373.77%,85019,167,1/0/00,Personal Auto,Sports Car,801.6
file2.csv,PT32230,California,F,High School or Below,778212.68%,70059,194,1/0/00,Personal Auto,Luxury SUV,253.740993
file2.csv,NK73719,California,F,College,1939321.15%,70503,164,1/1/00,Corporate Auto,SUV,41.05291
file2.csv,OH15771,California,M,Bachelor,397413.82%,0,117,1/0/00,Personal Auto,SUV,561.6
file2.csv,XP61034,Oregon,M,Bachelor,410558.10%,39492,105,1/0/00,Personal Auto,SUV,756
file2.csv,ZN34245,Arizona,M,College,230847.21%,0,68,1/0/00,Corporate Auto,Four-Door Car,489.6
file2.csv,FX55923,Arizona,M,Bachelor,537291.45%,50405,70,1/1/00,Personal Auto,Four-Door Car,7.069583
file2.csv,ZZ83340,Oregon,F,Doctor,550831.55%,96021,68,1/0/00,Personal Auto,Two-Door Car,315.004602
file2.csv,HA99340,Oregon,M,High School or Below,239833.32%,0,65,1/0/00,Personal Auto,Two-Door Car,422.947888
file2.csv,LE43061,California,M,High School or Below,372883.01%,0,105,1/0/00,Personal Auto,Four-Door Car,756
file2.csv,UF77413,Oregon,M,College,275849.86%,65794,69,1/1/00,Personal Auto,Four-Door Car,277.27294
file2.csv,UY45293,Oregon,M,Bachelor,370393.03%,21975,95,1/0/00,Corporate Auto,Four-Door Car,456
file2.csv,TH84309,California,M,High School or Below,937284.36%,0,126,1/0/00,Personal Auto,SUV,604.8
file2.csv,PZ94551,Oregon,F,Bachelor,499158.45%,56649,125,1/0/00,Special Auto,SUV,780.090361
file2.csv,UE76013,Washington,F,Master,503986.93%,35984,128,1/3/00,Personal Auto,SUV,275.577631
file2.csv,HS85465,California,M,Bachelor,275997.83%,92296,69,1/0/00,Corporate Auto,Two-Door Car,331.2
file2.csv,SI78985,Oregon,F,Bachelor,799300.40%,39448,103,1/3/00,Personal Auto,Four-Door Car,66.020788
file2.csv,KF50730,California,F,Bachelor,523557.35%,71794,131,1/0/00,Personal Auto,SUV,457.471225
file2.csv,JO13576,California,F,High School or Below,263301.18%,21861,69,1/0/00,Personal Auto,Four-Door Car,348.278032
file2.csv,HJ79774,Oregon,F,College,276480.23%,31591,72,1/4/00,Corporate Auto,Four-Door Car,240.241499
file2.csv,KI18648,Arizona,F,Bachelor,808484.64%,60662,68,1/0/00,Special Auto,Two-Door Car,326.4
file2.csv,EL99335,California,F,College,268517.77%,20608,73,1/0/00,Personal Auto,Four-Door Car,350.4
file2.csv,LE84979,California,F,Master,1220812.00%,21331,103,1/0/00,Personal Auto,SUV,419.062661
file2.csv,CE12380,Arizona,F,College,2009043.87%,0,66,1/1/00,Corporate Auto,Four-Door Car,252.149798
file2.csv,BJ22117,Washington,M,Master,513341.48%,53390,6464,1/0/00,Personal Auto,Four-Door Car,278.999409
file2.csv,JF83834,Oregon,M,Doctor,249131.70%,36631,62,1/0/00,Corporate Auto,Four-Door Car,67.530904
file2.csv,YN10988,California,M,High School or Below,631459.68%,0,87,1/0/00,Personal Auto,Four-Door Car,417.6
file2.csv,YX15941,Oregon,M,College,1622964.89%,26030,139,1/1/00,Corporate Auto,Sports Car,667.2
file2.csv,ZB50601,Nevada,M,College,516178.99%,0,70,1/0/00,Personal Auto,Four-Door Car,469.491537
file2.csv,HP50399,Nevada,M,Bachelor,398226.61%,0,113,1/0/00,Personal Auto,SUV,542.4
file2.csv,GC17585,Arizona,M,Bachelor,1347318.57%,25302,70,1/1/00,Personal Auto,Four-Door Car,336
file2.csv,QW17286,Washington,F,Master,277832.39%,66030,69,1/1/00,Personal Auto,Four-Door Car,282.153792
file2.csv,DO41287,Oregon,M,High School or Below,827644.42%,0,82,1/0/00,Personal Auto,Four-Door Car,590.4
file2.csv,GT54462,Arizona,M,Bachelor,1434985.99%,73222,180,1/0/00,Personal Auto,SUV,821.51673
file2.csv,BT76268,California,F,College,587819.93%,22061,74,1/0/00,Personal Auto,Four-Door Car,355.2
file2.csv,QM38267,Arizona,F,High School or Below,266605.45%,86321,66,1/0/00,Personal Auto,Four-Door Car,316.8
file2.csv,LP82042,Oregon,M,Bachelor,534568.10%,54668,68,1/1/00,Personal Auto,Four-Door Car,326.4
file2.csv,EF52978,Arizona,F,High School or Below,477712.16%,0,62,1/0/00,Personal Auto,Four-Door Car,297.6
file2.csv,GH54524,California,M,High School or Below,1697374.02%,69497,142,1/0/00,Personal Auto,SUV,92.286763
file2.csv,DP26592,Oregon,M,High School or Below,251811.21%,86617,63,1/0/00,Personal Auto,Four-Door Car,188.325603
file2.csv,UP29839,Nevada,F,Master,1916098.99%,22705,239,1/0/00,Personal Auto,Luxury SUV,1294.700423
file2.csv,IB80924,Washington,F,High School or Below,3286440.46%,90783,104,1/2/00,Personal Auto,SUV,285.745227
file2.csv,OB55054,Oregon,M,Bachelor,396481.30%,88410,99,1/0/00,Corporate Auto,Four-Door Car,475.2
file2.csv,NP91656,California,F,Bachelor,491177.31%,0,69,1/0/00,Personal Auto,Four-Door Car,496.8
file2.csv,SH74080,Oregon,F,College,780531.29%,21073,106,1/1/00,Personal Auto,SUV,508.8
file2.csv,KN25556,Arizona,F,College,720066.49%,0,66,1/0/00,Personal Auto,Four-Door Car,316.8
file2.csv,RB38792,Oregon,M,College,538949.95%,66429,136,1/0/00,Personal Auto,Sports Car,57.712985
file2.csv,QR72180,California,F,Doctor,324131.42%,66889,80,1/0/00,Personal Auto,Four-Door Car,294.319428
file2.csv,TW64385,California,M,Bachelor,552821.28%,36088,72,1/0/00,Corporate Auto,Four-Door Car,345.6
file2.csv,TM13955,Washington,M,Master,299302.46%,0,80,1/0/00,Corporate Auto,Four-Door Car,286.115778
file2.csv,GF94951,Arizona,M,Bachelor,707665.32%,0,68,1/0/00,Corporate Auto,Two-Door Car,489.6
file2.csv,NF53775,California,F,College,370038.50%,17557,96,1/0/00,Personal Auto,Four-Door Car,666.724937
file2.csv,YB58778,California,F,College,532883.59%,81064,70,1/4/00,Personal Auto,Two-Door Car,42.238585
file2.csv,PH77560,Nevada,F,High School or Below,483887.71%,0,66,1/0/00,Personal Auto,Four-Door Car,700.331425
file2.csv,ZO14864,Washington,F,Master,341720.50%,42526,86,1/0/00,Personal Auto,Two-Door Car,287.5426
file2.csv,BI34376,California,F,Doctor,787992.90%,45703,98,1/0/00,Personal Auto,Two-Door Car,470.4
file2.csv,UQ63396,California,F,Bachelor,786943.24%,40036,65,1/0/00,Personal Auto,Four-Door Car,48.828732
file2.csv,BR23201,California,M,Bachelor,258680.72%,0,71,1/0/00,Personal Auto,Four-Door Car,191.640085
file2.csv,VH45094,Arizona,M,High School or Below,728678.91%,65870,61,1/1/00,Personal Auto,Four-Door Car,202.847644
file2.csv,KD47243,California,F,Bachelor,1179799.21%,91469,100,1/2/00,Personal Auto,SUV,418.864555
file2.csv,MY13737,California,M,High School or Below,938675.30%,42090,119,1/0/00,Corporate Auto,SUV,203.352239
file2.csv,OR48881,Oregon,F,Doctor,630892.24%,21368,79,1/0/00,Corporate Auto,Four-Door Car,4.61262
file2.csv,BD77090,Washington,F,Bachelor,860915.82%,79090,107,1/0/00,Personal Auto,SUV,289.040734
file2.csv,LW77178,Oregon,F,Bachelor,1542801.04%,33879,98,1/0/00,Corporate Auto,Two-Door Car,470.4
file2.csv,BQ12347,Arizona,M,High School or Below,563079.30%,72874,70,1/0/00,Special Auto,Four-Door Car,336
file2.csv,FF61670,California,M,High School or Below,1813118.87%,0,82,1/1/00,Personal Auto,Four-Door Car,393.6
file2.csv,PM61374,California,F,Bachelor,808721.95%,0,110,1/0/00,Personal Auto,Two-Door Car,550.825934
file2.csv,BW25236,Arizona,M,College,1845357.63%,72215,66,1/0/00,Personal Auto,Four-Door Car,247.911872
file2.csv,XO22038,California,F,Bachelor,521751.33%,39854,66,1/0/00,Corporate Auto,Two-Door Car,261.930545
file2.csv,QG51953,Oregon,M,College,483578.32%,36655,61,1/0/00,Personal Auto,Four-Door Car,295.223164
file2.csv,SZ56338,Oregon,F,High School or Below,559712.50%,37995,139,1/0/00,Personal Auto,SUV,667.2
file2.csv,PX60116,California,F,High School or Below,892046.40%,40867,112,1/0/00,Corporate Auto,Two-Door Car,537.6
file2.csv,BW46202,Oregon,F,Bachelor,599541.10%,28804,78,1/0/00,Personal Auto,Two-Door Car,76.025368
file2.csv,GW14109,California,F,High School or Below,3849694.70%,48409,124,1/0/00,Special Auto,SUV,345.211703
file2.csv,GP42026,California,M,High School or Below,838263.01%,19683,117,1/1/00,Personal Auto,Sports Car,561.6
file2.csv,DH41343,Washington,NA,College,244366.52%,92834,61,1/0/00,Special Auto,Four-Door Car,292.8
file2.csv,PY42157,Washington,F,High School or Below,247225.39%,62006,61,1/0/00,Personal Auto,Four-Door Car,292.8
file2.csv,OL36978,California,F,High School or Below,540551.84%,67241,68,1/1/00,Personal Auto,Two-Door Car,5.674809
file2.csv,KT40899,California,M,High School or Below,935247.90%,75436,78,1/0/00,Personal Auto,Four-Door Car,9.747443
file2.csv,WE60408,Arizona,F,College,433987.11%,91761,109,1/2/00,Personal Auto,SUV,779.052276
file2.csv,LG64797,California,F,College,1772376.40%,25771,222,1/0/00,Personal Auto,Luxury SUV,1253.984948
file2.csv,MD87746,Oregon,M,College,750745.54%,60920,64,1/0/00,Personal Auto,Two-Door Car,231.201886
file2.csv,QP80741,Washington,F,College,604857.42%,0,61,1/3/00,Corporate Auto,Four-Door Car,292.8
file2.csv,WO59883,Washington,F,High School or Below,1901447.63%,29822,61,1/0/00,Personal Auto,Two-Door Car,292.8
file2.csv,MU79385,Arizona,M,College,1008037.03%,60944,130,1/2/00,Personal Auto,SUV,623.505066
file2.csv,JH30384,California,F,High School or Below,650339.70%,22081,84,1/0/00,Personal Auto,Two-Door Car,451.670309
file2.csv,LL45497,Washington,F,College,248772.97%,67282,62,1/0/00,Personal Auto,Two-Door Car,297.6
file2.csv,SK95364,California,F,College,462039.01%,0,130,1/0/00,Personal Auto,SUV,936
file2.csv,VG56765,Arizona,M,High School or Below,247152.84%,95697,61,1/0/00,Personal Auto,Two-Door Car,114.273025
file2.csv,NE24371,Oregon,F,College,649424.40%,15300,85,1/0/00,Personal Auto,Four-Door Car,408
file2.csv,KR48903,Washington,M,High School or Below,250490.76%,88264,62,1/0/00,Personal Auto,Two-Door Car,297.6
file2.csv,ZF27999,Nevada,F,College,490489.47%,12902,139,1/0/00,Personal Auto,Sports Car,667.2
