Customer;ST;GENDER;Education;Customer Lifetime Value;Income;Monthly Premium Auto;Number of Open Complaints;Policy Type;Vehicle Class;Total Claim Amount
ON73702;Arizona;Female;Bachelor;908063.97%; 33.897,00   ; 1.140.000.000.000   ;1/0/00;Corporate Auto;SUV; 539.843.003   
QQ90441;Nevada;Female;High School or Below;1377097.62%; 59.207,00   ; 1.160.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 556.8 
HU35721;Oregon;Male;High School or Below;287682.29%; 40.171,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 350.4 
YP47665;Washington;Male;Doctor;540891.15%; 80.192,00   ; 670.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 95.193.157   
FU99476;Washington;Male;High School or Below;677030.68%; 74.422,00   ; 850.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 95.338.505   
AG85615;Oregon;Male;College;2414387.56%; -     ; 870.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 626.4 
OY74069;Arizona;Female;College;353805.95%; -     ; 670.000.000.000   ;01/05/2000;Personal Auto;Four-Door Car; 321.6 
DJ91267;Nevada;Female;Bachelor;2909123.94%; 34.226,00   ; 2.440.000.000.000   ;1/0/00;Personal Auto;Luxury SUV; 494.395.024   
KB72438;California;Female;High School or Below;1983420.12%; 65.989,00   ; 1.230.000.000.000   ;01/01/2000;Personal Auto;SUV; 115.545.086   
TR67616;Oregon;Male;High School or Below;473136.70%; 30.686,00   ; 610.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 19.938.981   
GF65731;California;Female;Master;3553784.60%; -     ; 1.130.000.000.000   ;1/0/00;Personal Auto;Sports Car; 799.926.741   
HB67642;Arizona;Female;High School or Below;3461137.90%; 20.090,00   ; 1.090.000.000.000   ;1/0/00;Personal Auto;Sports Car; 523.2 
DP84567;California;Male;High School or Below;2021630.88%; -     ; 1.830.000.000.000   ;1/0/00;Personal Auto;Luxury SUV; 878.4 
VV77534;Oregon;Male;College;1397651.93%; 77.094,00   ; 1.760.000.000.000   ;1/0/00;Personal Auto;SUV; 444.470.676   
GL67540;California;Female;College;590408.82%; 97.413,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 268.819.985   
SV50502;Oregon;Female;Master;559583.50%; 79.189,00   ; 690.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 331.2 
UK59698;California;Female;High School or Below;229430.36%; -     ; 620.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 297.6 
OA57352;Arizona;Female;College;627391.19%; 18.577,00   ; 860.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 412.8 
ZF84449;Oregon;Female;College;372672.80%; -     ; 1.120.000.000.000   ;01/01/2000;Special Auto;Sports Car; 806.4 
AX86150;Washington;Male;High School or Below;265671.31%; 62.777,00   ; 670.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 101.288.069   
HG39060;Oregon;Male;Bachelor;511068.08%; -     ; 740.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 532.8 
EM29359;Nevada;Male;College;712659.65%; 17.483,00   ; 1.830.000.000.000   ;1/0/00;Personal Auto;Luxury Car; 1317.6 
SF57173;Oregon;Male;Master;460163.41%; 84.394,00   ; 1.140.000.000.000   ;1/0/00;Personal Auto;SUV; 691.412.378   
OT47603;Oregon;Male;College;915523.97%; -     ; 1.270.000.000.000   ;1/0/00;Personal Auto;Sports Car; 804.811.859   
SW31412;Oregon;Female;College;1480805.62%; 41.440,00   ; 620.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 297.6 
JS36322;Arizona;Male;High School or Below;890167.84%; -     ; 1.360.000.000.000   ;01/01/2000;Personal Auto;Sports Car; 109.086.434   
RE81445;Oregon;Female;College;573459.82%; 98.132,00   ; 710.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 50.587.035   
RM24280;Oregon;Female;High School or Below;417769.70%; -     ; 1.120.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 537.6 
LC25393;California;Male;Bachelor;2777628.91%; 88.220,00   ; 2.300.000.000.000   ;1/0/00;Personal Auto;Luxury Car; 151.528.482   
UX38930;Arizona;Female;Master;1036434.75%; 58.327,00   ; 1.290.000.000.000   ;1/0/00;Personal Auto;SUV; 347.075.948   
HD95496;Oregon;Male;Master;785190.14%; 25.950,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 271.697.529   
RX24650;Oregon;Male;High School or Below;477294.38%; 20.993,00   ; 1.330.000.000.000   ;1/0/00;Corporate Auto;SUV; 638.4 
DW19309;Oregon;Male;High School or Below;1422650.49%; 65.726,00   ; 1.770.000.000.000   ;1/0/00;Corporate Auto;SUV; 849.6 
MT41386;Washington;Male;Bachelor;287543.24%; 84.768,00   ; 720.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 110.484.661   
WZ40465;Washington;Female;Bachelor;504129.96%; 36.234,00   ; 630.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 113.534.474   
DB42794;California;Male;College;436293.12%; 58.842,00   ; 1.100.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 528   
JB50798;Oregon;Female;Master;962452.44%; 25.629,00   ; 1.240.000.000.000   ;01/02/2000;Corporate Auto;Sports Car; 595.2 
IP69763;Washington;Female;College;2191440.55%; 77.311,00   ; 1.810.000.000.000   ;1/0/00;Personal Auto;SUV; 113.609.508   
TE35785;California;Male;Doctor;694842.22%; -     ; 1.960.000.000.000   ;01/02/2000;Personal Auto;Luxury SUV; 1.337.063.487   
HX74855;Washington;Male;High School or Below;247152.84%; 95.697,00   ; 610.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 114.273.025   
QN65180;Oregon;Female;Bachelor;2190391.36%; 22.254,00   ; 790.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 125.194.389   
GE47180;Nevada;Male;High School or Below;902882.14%; 65.974,00   ; 1.130.000.000.000   ;1/0/00;Personal Auto;Sports Car; 235.220.971   
VQ38776;Oregon;Female;College;530375.95%; -     ; 760.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 39.534.111   
BH86846;Washington;Male;High School or Below;2070825.88%; 92.079,00   ; 650.000.000.000   ;01/01/2000;Corporate Auto;Four-Door Car; 114.798.771   
IN17648;Nevada;Male;High School or Below;512376.81%; -     ; 740.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 772.798.511   
DF95759;Oregon;Male;College;949234.30%; -     ; 1.320.000.000.000   ;1/0/00;Personal Auto;SUV; 633.6 
QG45324;Oregon;Female;High School or Below;820486.32%; -     ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 350.4 
MN61620;Arizona;Female;College;987729.57%; 67.752,00   ; 1.310.000.000.000   ;01/04/2000;Personal Auto;Sports Car; 168.517.149   
YH86390;California;Female;Bachelor;481500.97%; 25.398,00   ; 640.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 307.2 
FY13480;California;Male;High School or Below;627701.17%; -     ; 880.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 633.6 
YH61661;California;Male;High School or Below;826063.98%; 33.321,00   ; 1.050.000.000.000   ;1/0/00;Special Auto;SUV; 504   
NL93182;Nevada;Male;Bachelor;254945.00%; -     ; 780.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 845.654.042   
LN31673;Washington;NA;College;1131808.98%; 38.923,00   ; 990.000.000.000   ;01/02/2000;Personal Auto;Four-Door Car; 115.728.852   
WE68644;Oregon;Female;Bachelor;380392.18%; 20.325,00   ; 1.000.000.000.000   ;1/0/00;Personal Auto;Sports Car; 66.829.397   
EZ30498;Oregon;Male;Bachelor;863540.35%; 13.129,00   ; 1.170.000.000.000   ;1/0/00;Personal Auto;SUV; 700.901.632   
QY74517;Oregon;Female;High School or Below;551055.90%; -     ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 525.6 
NM88660;Nevada;Male;Master;358588.41%; 49.080,00   ; 910.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 25.299   
MZ82036;Nevada;Male;College;488925.28%; 42.536,00   ; 630.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 375.330.097   
ID20929;Oregon;Male;Bachelor;275694.17%; 29.926,00   ; 740.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 418.233.667   
EY50028;Nevada;Male;Doctor;328954.74%; -     ; 860.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 398.240.791   
TT82373;California;Female;Bachelor;1093717.85%; 21.450,00   ; 1.380.000.000.000   ;1/0/00;Personal Auto;Sports Car; 938.513.425   
OH64088;California;Male;High School or Below;737556.79%; 33.345,00   ; 650.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 338.619.869   
SK97780;California;Female;Bachelor;1011077.82%; 15.752,00   ; 900.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 339.344.531   
IO33050;Oregon;Female;High School or Below;511941.43%; 40.169,00   ; 650.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 302.818.833   
XA55917;California;Female;College;853383.20%; 26.049,00   ; 1.130.000.000.000   ;01/01/2000;Personal Auto;SUV; 619.165.344   
JK32620;Nevada;Male;College;222476.80%; -     ; 680.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 326.4 
RQ19236;Arizona;Male;Doctor;804280.38%; 55.411,00   ; 1.000.000.000.000   ;1/0/00;Personal Auto;Sports Car; 259.561.195   
QC47433;Oregon;Male;College;255443.71%; 12.459,00   ; 700.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 336   
RA93608;Oregon;Male;Bachelor;1807394.00%; 64.620,00   ; 760.000.000.000   ;01/01/2000;Personal Auto;Two-Door Car; 364.8 
XH97711;California;Male;Bachelor;243050.66%; 83.140,00   ; 610.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 179.161.843   
AU96286;Oregon;Female;Bachelor;316765.84%; -     ; 920.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 662.4 
KC17170;Arizona;Female;Bachelor;546560.40%; 54.422,00   ; 680.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 75.501.852   
ZN47335;California;Male;College;1035751.42%; 68.309,00   ; 1.310.000.000.000   ;1/0/00;Corporate Auto;SUV; 306.983.596   
EI46264;California;Male;High School or Below;253781.39%; 56.621,00   ; 650.000.000.000   ;01/02/2000;Personal Auto;Four-Door Car; 84.026.848   
EK87864;Arizona;Female;College;282194.72%; 38.977,00   ; 700.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 139.489.926   
GV45403;Arizona;Male;Bachelor;775712.81%; -     ; 1.110.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 6.074.459   
QK31192;Arizona;Male;High School or Below;407913.27%; -     ; 1.140.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 631.124.372   
LU89008;Arizona;Female;College;595554.46%; -     ; 830.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 628.023.494   
NS10490;Oregon;Female;Bachelor;1415861.36%; 83.235,00   ; 700.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 336   
KL98495;Nevada;Male;College;848723.80%; -     ; 740.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 426.655.599   
IU96845;Arizona;Male;College;628547.69%; 32.390,00   ; 800.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 91.417.923   
QL93655;Oregon;Female;High School or Below;1147348.15%; 66.538,00   ; 950.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 317.844.812   
PF40592;Washington;Female;College;494263.06%; 23.285,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 118.446.235   
LZ34046;Oregon;Male;Bachelor;2359468.02%; 76.358,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 86.461.582   
JC80093;Washington;Male;Master;257250.66%; 21.104,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 118.454.974   
YE88490;Arizona;Female;College;538089.86%; 55.350,00   ; 670.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 321.6 
YC80498;California;Female;College;477055.09%; 12.964,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 362.774.545   
AI85843;Arizona;Female;Master;675665.14%; 33.288,00   ; 860.000.000.000   ;01/02/2000;Personal Auto;Four-Door Car; 221.856.184   
XD66024;Arizona;Female;College;593601.18%; -     ; 840.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 980.169.081   
FY51713;Arizona;Female;Bachelor;357076.05%; 56.168,00   ; 880.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 614.675.906   
PH26378;California;Male;College;601996.05%; -     ; 920.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 662.4 
WQ18638;Oregon;Male;High School or Below;542686.40%; 23.105,00   ; 690.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 331.2 
KY14688;Oregon;Female;Master;273031.38%; 36.218,00   ; 680.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 145.252.168   
TC97762;California;Female;High School or Below;498268.14%; 52.275,00   ; 620.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 374.240.783   
QC87108;Oregon;Female;College;876926.68%; 49.665,00   ; 740.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 355.2 
CX12134;Nevada;Male;High School or Below;422061.35%; 32.471,00   ; 1.100.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 528   
SM73248;Arizona;Male;High School or Below;1153750.51%; -     ; 860.000.000.000   ;01/01/2000;Corporate Auto;Two-Door Car; 619.2 
CK19789;California;Female;Master;588718.20%; 62.773,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 80.669.257   
UV12583;California;Female;College;470058.38%; 76.694,00   ; 1.170.000.000.000   ;1/0/00;Personal Auto;SUV; 561.6 
JC11405;Oregon;Male;High School or Below;1096395.72%; 55.687,00   ; 2.760.000.000.000   ;1/0/00;Personal Auto;Luxury SUV; 1324.8 
KA89683;Arizona;Female;High School or Below;252317.12%; -     ; 700.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 504   
BG85305;Nevada;Male;Doctor;375780.47%; 36.633,00   ; 960.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 460.8 
UQ87917;Oregon;Male;High School or Below;1294173.35%; 77.060,00   ; 1.060.000.000.000   ;1/0/00;Personal Auto;SUV; 468.566.133   
XN11823;Nevada;Female;Bachelor;376446.51%; 92.600,00   ; 940.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 84.243.785   
OS46571;California;Male;High School or Below;688955.70%; -     ; 660.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 475.2 
PX17116;Nevada;Male;College;362345.42%; -     ; 1.110.000.000.000   ;01/02/2000;Corporate Auto;SUV; 117.193.117   
RP19541;Arizona;Male;College;758211.38%; 64.801,00   ; 640.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 268.471.802   
ZR25747;Oregon;Female;College;827774.56%; 45.257,00   ; 1.030.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 494.4 
NQ86532;California;Male;High School or Below;257645.56%; 26.854,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 475.2 
JY27336;Oregon;Female;College;820538.79%; 85.840,00   ; 1.020.000.000.000   ;01/02/2000;Corporate Auto;SUV; 138.722.385   
PB54378;Oregon;Female;Doctor;1958246.89%; 26.463,00   ; 720.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 345.6 
SV38190;Nevada;Female;Bachelor;648152.66%; 30.689,00   ; 810.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 46.724.802   
CV24005;Oregon;Male;High School or Below;259931.09%; 29.590,00   ; 660.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 467.503.236   
EX28656;Oregon;Female;College;983033.76%; 25.965,00   ; 2.530.000.000.000   ;1/0/00;Personal Auto;Luxury SUV; 1214.4 
CF57022;Oregon;Male;Bachelor;1044265.14%; 17.269,00   ; 1.390.000.000.000   ;1/0/00;Personal Auto;SUV; 667.2 
GM16780;Oregon;Male;College;3605753.70%; 90.330,00   ; 1.370.000.000.000   ;01/03/2000;Corporate Auto;Sports Car; 192.085.299   
BX94438;California;Female;High School or Below;847003.68%; -     ; 1.130.000.000.000   ;1/0/00;Corporate Auto;SUV; 619.973.889   
RM41745;California;Female;High School or Below;827878.65%; -     ; 1.100.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 1.002.782.553   
XR70252;California;Female;High School or Below;478893.26%; -     ; 670.000.000.000   ;01/01/2000;Personal Auto;Two-Door Car; 321.6 
YH92099;Arizona;Female;Bachelor;308799.99%; 18.558,00   ; 800.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 384   
SG81493;Arizona;Male;Bachelor;444373.62%; 46.384,00   ; 1.130.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 251.774.574   
ZX23819;Oregon;Female;High School or Below;798408.65%; -     ; 720.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 866.208.321   
FJ54907;Oregon;Female;College;718097.10%; 42.303,00   ; 1.800.000.000.000   ;1/0/00;Personal Auto;Luxury SUV; 1.210.920.949   
CU26127;California;Female;Bachelor;1565603.43%; 71.731,00   ; 1.300.000.000.000   ;1/0/00;Corporate Auto;SUV; 599.648.466   
YH60476;Oregon;Male;High School or Below;578018.22%; 51.066,00   ; 740.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 787.993.313   
ZZ97035;California;Male;College;2071494.04%; -     ; 2.030.000.000.000   ;1/0/00;Corporate Auto;Luxury Car; 2.027.724.442   
GE82737;Nevada;Female;Bachelor;533735.24%; -     ; 860.000.000.000   ;01/03/2000;Personal Auto;Four-Door Car; 619.2 
KY21873;Arizona;Male;College;505082.62%; -     ; 690.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 72.852.047   
UA51318;Arizona;Female;High School or Below;511662.40%; 26.173,00   ; 680.000.000.000   ;01/01/2000;Corporate Auto;Four-Door Car; 449.819.671   
BV55014;Oregon;Male;Bachelor;726873.70%; 24.445,00   ; 630.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 302.4 
HX21307;Oregon;Male;College;261661.39%; 72.302,00   ; 660.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 316.8 
LQ68252;Oregon;Male;High School or Below;373843.62%; 27.208,00   ; 1.020.000.000.000   ;1/0/00;Personal Auto;SUV; 489.6 
CR92802;California;Female;Master;272535.64%; 36.650,00   ; 690.000.000.000   ;01/01/2000;Special Auto;Four-Door Car; 5.660.333   
SL35268;Arizona;Male;College;545386.12%; 30.855,00   ; 680.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 259.060.862   
RD62882;Arizona;Female;Bachelor;684615.03%; -     ; 950.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 456   
JS42382;Oregon;Male;Master;617291.42%; 99.960,00   ; 760.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 364.8 
BT30554;Arizona;Female;Bachelor;1034632.45%; -     ; 980.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 470.4 
VP57424;Nevada;Female;Bachelor;699700.86%; 55.873,00   ; 880.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 299.356.083   
VU19243;Arizona;Female;High School or Below;419625.77%; 18.052,00   ; 1.110.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 6.991.679   
TA82973;Oregon;Female;High School or Below;785810.98%; 28.937,00   ; 1.040.000.000.000   ;01/02/2000;Personal Auto;SUV; 117.959.654   
GK71720;Oregon;Female;High School or Below;606434.40%; -     ; 860.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 545.240.341   
OQ61223;California;Male;College;1749752.20%; -     ; 730.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 350.4 
LL62746;Oregon;Male;Doctor;897064.73%; 12.829,00   ; 1.180.000.000.000   ;1/0/00;Personal Auto;SUV; 328.231.432   
JQ56711;Oregon;Female;Master;592311.72%; 92.163,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 66.568.642   
AW77988;Oregon;Male;High School or Below;3585059.94%; 17.588,00   ; 1.920.000.000.000   ;1/0/00;Personal Auto;Luxury Car; 1382.4 
QP84605;Washington;Female;Bachelor;870984.53%; 41.546,00   ; 1.110.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 121.306.839   
MY97912;Arizona;Male;College;1330933.52%; -     ; 1.270.000.000.000   ;1/0/00;Personal Auto;SUV; 609.6 
IB87349;California;Male;High School or Below;452850.49%; 70.340,00   ; 1.130.000.000.000   ;1/0/00;Special Auto;Four-Door Car; 542.4 
AW73065;Oregon;Female;High School or Below;279190.65%; -     ; 740.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 532.8 
BW80872;Washington;Male;High School or Below;443441.12%; 34.549,00   ; 1.110.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 125.933.005   
PX70175;Arizona;Male;College;799600.75%; 93.459,00   ; 990.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 65.541.333   
KF75098;Arizona;Male;Bachelor;512973.90%; 86.148,00   ; 650.000.000.000   ;01/02/2000;Personal Auto;Four-Door Car; 312   
IS50283;California;Female;Bachelor;569717.52%; 27.048,00   ; 720.000.000.000   ;1/0/00;Corporate Auto;Four-Door Car; 345.6 
MY64920;Oregon;Female;College;921713.06%; 73.259,00   ; 1.150.000.000.000   ;1/0/00;Personal Auto;SUV; 67.334.265   
KN34250;Oregon;Female;College;1020892.76%; 35.482,00   ; 1.290.000.000.000   ;1/0/00;Corporate Auto;SUV; 619.2 
GN46207;Oregon;Female;Master;417068.73%; 29.462,00   ; 1.070.000.000.000   ;01/01/2000;Personal Auto;SUV; 513.6 
KL57176;Oregon;Female;College;450540.58%; 67.801,00   ; 1.150.000.000.000   ;01/01/2000;Personal Auto;SUV; 23.810.491   
MN94234;California;Male;High School or Below;310756.86%; -     ; 940.000.000.000   ;01/04/2000;Personal Auto;Two-Door Car; 451.2 
JY90595;Arizona;Male;High School or Below;552866.50%; 16.042,00   ; 730.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 350.4 
HK26543;California;Male;High School or Below;504586.67%; 28.056,00   ; 640.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 307.2 
PN86062;California;Male;High School or Below;296272.25%; 16.495,00   ; 850.000.000.000   ;01/03/2000;Corporate Auto;Four-Door Car; 408   
VW27730;California;Female;Master;866595.64%; 41.163,00   ; 1.080.000.000.000   ;1/0/00;Corporate Auto;SUV; 231.922.173   
SH55671;Arizona;Female;College;1141344.12%; -     ; 1.610.000.000.000   ;01/01/2000;Personal Auto;Sports Car; 772.8 
MO56878;California;Male;Bachelor;1548843.20%; 33.799,00   ; 1.090.000.000.000   ;01/03/2000;Corporate Auto;SUV; 664.980.242   
VO38365;Washington;Female;College;886114.95%; 90.125,00   ; 1.100.000.000.000   ;1/0/00;Corporate Auto;SUV; 128.645.946   
SV35618;Oregon;Female;Bachelor;593474.15%; 87.747,00   ; 1.470.000.000.000   ;01/01/2000;Personal Auto;SUV; 46.492.039   
RX12347;Nevada;Male;College;354323.21%; 35.695,00   ; 900.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 432   
FR55658;California;Male;Master;349002.83%; 90.985,00   ; 870.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 78.085.149   
XS12556;California;Female;College;368309.99%; -     ; 1.010.000.000.000   ;1/0/00;Corporate Auto;Sports Car; 564.466.556   
ZU73588;California;Male;College;598977.39%; 66.839,00   ; 1.540.000.000.000   ;1/0/00;Personal Auto;Sports Car; 739.2 
WT43034;California;Female;High School or Below;1250084.30%; -     ; 1.650.000.000.000   ;1/0/00;Personal Auto;SUV; 792   
VM13430;Oregon;Female;Bachelor;860915.82%; 79.090,00   ; 1.070.000.000.000   ;1/0/00;Corporate Auto;SUV; 289.040.734   
TC78849;Oregon;Male;Bachelor;249745.51%; 24.825,00   ; 640.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 155.938.593   
VC34764;California;Male;College;701917.72%; 26.806,00   ; 630.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 302.4 
WO90953;Oregon;Female;College;538792.63%; 56.835,00   ; 670.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 326.549.425   
IU47468;Oregon;Female;Bachelor;616555.75%; -     ; 880.000.000.000   ;1/0/00;Special Auto;Two-Door Car; 65.365.668   
KO46064;California;Male;Bachelor;273020.29%; 46.135,00   ; 690.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 103.935.601   
RB34917;Arizona;Female;Bachelor;516211.69%; -     ; 730.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 809.532.341   
BI38192;Oregon;Female;High School or Below;793706.48%; 22.862,00   ; 670.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 321.6 
PU18983;Oregon;Female;High School or Below;860815.72%; 21.450,00   ; 1.100.000.000.000   ;01/02/2000;Personal Auto;Sports Car; 528   
SW79912;Oregon;Male;Bachelor;263254.58%; 95.854,00   ; 650.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 312   
ES39217;Oregon;Female;Bachelor;778500.42%; 44.897,00   ; 990.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 58.072.531   
KP72427;Washington;Male;High School or Below;2163983.86%; 64.455,00   ; 1.080.000.000.000   ;1/0/00;Personal Auto;SUV; 133.735.395   
UA19178;Oregon;Female;Master;498082.50%; 53.265,00   ; 620.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 238.005.074   
PR53785;Arizona;Female;High School or Below;745723.78%; -     ; 1.980.000.000.000   ;01/01/2000;Personal Auto;Luxury Car; 1.577.674.417   
XF57481;Washington;Male;Master;1064093.93%; 50.450,00   ; 900.000.000.000   ;1/0/00;Personal Auto;Two-Door Car; 135.892.444   
CN90378;California;Female;High School or Below;686250.83%; 54.780,00   ; 880.000.000.000   ;01/03/2000;Personal Auto;Four-Door Car; 13.526.125   
KI56154;Nevada;Male;High School or Below;904898.34%; -     ; 1.190.000.000.000   ;1/0/00;Personal Auto;Sports Car; 571.2 
UI55951;California;Male;Bachelor;554803.19%; 67.798,00   ; 690.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 331.2 
FF28650;Oregon;Male;Bachelor;831268.16%; 21.442,00   ; 1.180.000.000.000   ;1/0/00;Personal Auto;SUV; 566.4 
FS55302;California;Male;Bachelor;238998.10%; 27.615,00   ; 620.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 297.6 
TN79487;California;Male;Bachelor;445811.34%; 17.622,00   ; 650.000.000.000   ;01/01/2000;Personal Auto;Four-Door Car; 312   
HG32616;Nevada;Male;High School or Below;529574.17%; 50.200,00   ; 1.350.000.000.000   ;1/0/00;Personal Auto;Sports Car; 637.063.458   
UK41984;Arizona;Female;Doctor;383960.61%; -     ; 1.120.000.000.000   ;01/02/2000;Personal Auto;SUV; 537.6 
LZ52266;California;Female;High School or Below;373150.46%; -     ; 960.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 460.8 
PM27367;California;Female;Master;277890.37%; 73.570,00   ; 700.000.000.000   ;01/01/2000;Special Auto;Two-Door Car; 75.936.096   
ZK21724;Oregon;Female;High School or Below;401654.20%; -     ; 1.110.000.000.000   ;1/0/00;Personal Auto;SUV; 799.2 
BH35482;Washington;Male;Doctor;493094.93%; 70.412,00   ; 610.000.000.000   ;1/0/00;Corporate Auto;Two-Door Car; 136.291.083   
QE22757;Nevada;Male;Doctor;249131.70%; 36.631,00   ; 620.000.000.000   ;1/0/00;Personal Auto;Four-Door Car; 67.530.904   
